environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,104,26,1000,72178680,72.17868
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,105,26,1000,65509229,65.509229
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,106,26,1000,84387276,84.387276
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,107,26,1000,23795,0.023795
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,108,27,1000,65398668,65.398668
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,109,27,1000,72543125,72.543125
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,110,27,1000,80094839,80.09483900000001
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,111,27,1000,23134,0.023134000000000002
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,112,28,1000,23234,0.023234
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,113,28,1000,74962880,74.96288
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,114,28,1000,62715570,62.71557
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,115,28,1000,84718898,84.718898
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,116,29,1000,82479116,82.47911599999999
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,117,29,1000,62065250,62.06525
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,118,29,1000,78792886,78.792886
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,119,29,1000,23846,0.023846
UnderwaterDrone-v0,TD3,almost_open,native_logic,0,0,1000,14859,0.014859
UnderwaterDrone-v0,TD3,almost_open,base,1,0,1000,82416908,82.41690799999999
UnderwaterDrone-v0,TD3,almost_open,wrapped,2,0,1000,274719195,274.719195
UnderwaterDrone-v0,TD3,almost_open,critic,3,0,1000,176754182,176.75418200000001
UnderwaterDrone-v0,TD3,almost_open,critic,4,1,1000,175752511,175.752511
UnderwaterDrone-v0,TD3,almost_open,native_logic,5,1,1000,15329,0.015329
UnderwaterDrone-v0,TD3,almost_open,base,6,1,1000,82253045,82.253045
UnderwaterDrone-v0,TD3,almost_open,wrapped,7,1,1000,267358716,267.358716
UnderwaterDrone-v0,TD3,almost_open,critic,8,2,1000,174629559,174.629559
UnderwaterDrone-v0,TD3,almost_open,native_logic,9,2,1000,13445,0.013445
UnderwaterDrone-v0,TD3,almost_open,wrapped,10,2,1000,262876296,262.87629599999997
UnderwaterDrone-v0,TD3,almost_open,base,11,2,1000,84169390,84.16938999999999
UnderwaterDrone-v0,TD3,almost_open,wrapped,12,3,1000,247149590,247.14959
UnderwaterDrone-v0,TD3,almost_open,critic,13,3,1000,152733135,152.733135
UnderwaterDrone-v0,TD3,almost_open,base,14,3,1000,78203732,78.203732
UnderwaterDrone-v0,TD3,almost_open,native_logic,15,3,1000,13406,0.013406000000000001
UnderwaterDrone-v0,TD3,almost_open,wrapped,16,4,1000,253638176,253.63817600000002
UnderwaterDrone-v0,TD3,almost_open,critic,17,4,1000,173534931,173.534931
UnderwaterDrone-v0,TD3,almost_open,base,18,4,1000,86176438,86.17643799999999
UnderwaterDrone-v0,TD3,almost_open,native_logic,19,4,1000,14527,0.014527
UnderwaterDrone-v0,TD3,almost_open,native_logic,20,5,1000,13576,0.013576000000000001
UnderwaterDrone-v0,TD3,almost_open,critic,21,5,1000,182476747,182.476747
UnderwaterDrone-v0,TD3,almost_open,base,22,5,1000,86210995,86.210995
UnderwaterDrone-v0,TD3,almost_open,wrapped,23,5,1000,263907854,263.907854
UnderwaterDrone-v0,TD3,almost_open,wrapped,24,6,1000,266719938,266.719938
UnderwaterDrone-v0,TD3,almost_open,native_logic,25,6,1000,13616,0.013616
UnderwaterDrone-v0,TD3,almost_open,critic,26,6,1000,173837569,173.837569
UnderwaterDrone-v0,TD3,almost_open,base,27,6,1000,82370359,82.370359
UnderwaterDrone-v0,TD3,almost_open,base,28,7,1000,80997550,80.99755
UnderwaterDrone-v0,TD3,almost_open,critic,29,7,1000,170152310,170.15231
UnderwaterDrone-v0,TD3,almost_open,wrapped,30,7,1000,259374838,259.374838
UnderwaterDrone-v0,TD3,almost_open,native_logic,31,7,1000,13576,0.013576000000000001
UnderwaterDrone-v0,TD3,almost_open,wrapped,32,8,1000,268651813,268.651813
UnderwaterDrone-v0,TD3,almost_open,base,33,8,1000,83997492,83.997492
UnderwaterDrone-v0,TD3,almost_open,critic,34,8,1000,177069212,177.069212
UnderwaterDrone-v0,TD3,almost_open,native_logic,35,8,1000,13486,0.013486000000000001
UnderwaterDrone-v0,TD3,almost_open,wrapped,36,9,1000,272150556,272.150556
UnderwaterDrone-v0,TD3,almost_open,native_logic,37,9,1000,13265,0.013265
UnderwaterDrone-v0,TD3,almost_open,base,38,9,1000,84352550,84.35255000000001
UnderwaterDrone-v0,TD3,almost_open,critic,39,9,1000,176476081,176.476081
UnderwaterDrone-v0,TD3,almost_open,critic,40,10,1000,177097116,177.097116
UnderwaterDrone-v0,TD3,almost_open,wrapped,41,10,1000,265377047,265.377047
UnderwaterDrone-v0,TD3,almost_open,base,42,10,1000,78191379,78.191379
UnderwaterDrone-v0,TD3,almost_open,native_logic,43,10,1000,13316,0.013316000000000001
